monthyear,month,year,county,amount,sales_type
201609,9,2016,ADAMS,412289,medical
201609,9,2016,ADAMS,4668880,retail
201609,9,2016,ARAPAHOE,1493979,medical
201609,9,2016,ARAPAHOE,9183907,retail
201609,9,2016,BOULDER,2337601,medical
201609,9,2016,BOULDER,6306894,retail
201609,9,2016,CHAFFEE,489993,retail
201609,9,2016,CLEAR CREEK,76291,medical
201609,9,2016,CLEAR CREEK,608871,retail
201609,9,2016,CONEJOS,435435,retail
201609,9,2016,COSTILLA,342066,retail
201609,9,2016,DENVER,19190347,medical
201609,9,2016,DENVER,29423313,retail
201609,9,2016,EAGLE,191615,medical
201609,9,2016,EAGLE,995070,retail
201609,9,2016,EL PASO,9387013,medical
201609,9,2016,FREMONT,239079,medical
201609,9,2016,GARFIELD,425704,medical
201609,9,2016,GARFIELD,1754542,retail
201609,9,2016,GILPIN,300505,retail
201609,9,2016,GUNNISON,627401,retail
201609,9,2016,JEFFERSON,1611356,medical
201609,9,2016,JEFFERSON,4537417,retail
201609,9,2016,LA PLATA,442682,medical
201609,9,2016,LA PLATA,2226213,retail
201609,9,2016,LAKE,251980,retail
201609,9,2016,LARIMER,1335581,medical
201609,9,2016,LARIMER,4343498,retail
201609,9,2016,LAS ANIMAS,2485885,retail
201609,9,2016,MONTEZUMA,84028,medical
201609,9,2016,MONTEZUMA,1439910,retail
201609,9,2016,MORGAN,652609,retail
201609,9,2016,OURAY,515896,retail
201609,9,2016,PARK,359173,retail
201609,9,2016,PITKIN,79255,medical
201609,9,2016,PITKIN,852785,retail
201609,9,2016,PUEBLO,924444,medical
201609,9,2016,PUEBLO,3140055,retail
201609,9,2016,ROUTT,835572,retail
201609,9,2016,SAN MIGUEL,52220,medical
201609,9,2016,SAN MIGUEL,437620,retail
201609,9,2016,SUMMIT,142523,medical
201609,9,2016,SUMMIT,1412253,retail
201609,9,2016,WELD,356553,medical
201609,9,2016,WELD,2567248,retail
201610,10,2016,ADAMS,416490,medical
201610,10,2016,ADAMS,4578245,retail
201610,10,2016,ARAPAHOE,1472572,medical
201610,10,2016,ARAPAHOE,8954428,retail
201610,10,2016,BOULDER,2202702,medical
201610,10,2016,BOULDER,5993882,retail
201610,10,2016,CHAFFEE,352254,retail
201610,10,2016,CLEAR CREEK,69509,medical
201610,10,2016,CLEAR CREEK,486814,retail
201610,10,2016,CONEJOS,380038,retail
201610,10,2016,COSTILLA,265876,retail
201610,10,2016,DENVER,17196445,medical
201610,10,2016,DENVER,28578229,retail
201610,10,2016,EAGLE,173346,medical
201610,10,2016,EAGLE,852099,retail
201610,10,2016,EL PASO,8569109,medical
201610,10,2016,FREMONT,189039,medical
201610,10,2016,GARFIELD,342751,medical
201610,10,2016,GARFIELD,1608072,retail
201610,10,2016,GILPIN,253131,retail
201610,10,2016,GRAND,258512,retail
201610,10,2016,GUNNISON,481440,retail
201610,10,2016,JEFFERSON,1637140,medical
201610,10,2016,JEFFERSON,4226976,retail
201610,10,2016,LA PLATA,376178,medical
201610,10,2016,LA PLATA,1954316,retail
201610,10,2016,LAKE,198027,retail
201610,10,2016,LARIMER,1303215,medical
201610,10,2016,LARIMER,4204839,retail
201610,10,2016,LAS ANIMAS,2343718,retail
201610,10,2016,MONTEZUMA,65684,medical
201610,10,2016,MONTEZUMA,1412949,retail
201610,10,2016,MORGAN,621119,retail
201610,10,2016,OURAY,404670,retail
201610,10,2016,PARK,304140,retail
201610,10,2016,PITKIN,71227,medical
201610,10,2016,PITKIN,527278,retail
201610,10,2016,PUEBLO,645119,medical
201610,10,2016,PUEBLO,2730719,retail
201610,10,2016,ROUTT,205695,medical
201610,10,2016,ROUTT,665803,retail
201610,10,2016,SAN MIGUEL,40475,medical
201610,10,2016,SAN MIGUEL,242681,retail
201610,10,2016,SUMMIT,156993,medical
201610,10,2016,SUMMIT,1235632,retail
201610,10,2016,WELD,242582,medical
201610,10,2016,WELD,2535546,retail
201611,11,2016,ADAMS,529977,medical
201611,11,2016,ADAMS,4396031,retail
201611,11,2016,ARAPAHOE,1458869,medical
201611,11,2016,ARAPAHOE,8514717,retail
201611,11,2016,BOULDER,2099029,medical
201611,11,2016,BOULDER,5444937,retail
201611,11,2016,CHAFFEE,308023,retail
201611,11,2016,CLEAR CREEK,70063,medical
201611,11,2016,CLEAR CREEK,431209,retail
201611,11,2016,CONEJOS,320078,retail
201611,11,2016,COSTILLA,228406,retail
201611,11,2016,DENVER,17182972,medical
201611,11,2016,DENVER,26146211,retail
201611,11,2016,EAGLE,150334,medical
201611,11,2016,EAGLE,886933,retail
201611,11,2016,EL PASO,8011818,medical
201611,11,2016,GARFIELD,317199,medical
201611,11,2016,GARFIELD,1372095,retail
201611,11,2016,GILPIN,187219,retail
201611,11,2016,GRAND,250357,retail
201611,11,2016,GUNNISON,390416,retail
201611,11,2016,JEFFERSON,1474361,medical
201611,11,2016,JEFFERSON,3935409,retail
201611,11,2016,LA PLATA,339564,medical
201611,11,2016,LA PLATA,1718599,retail
201611,11,2016,LARIMER,1211727,medical
201611,11,2016,LARIMER,3964140,retail
201611,11,2016,LAS ANIMAS,2305460,retail
201611,11,2016,MONTEZUMA,62866,medical
201611,11,2016,MONTEZUMA,1212346,retail
201611,11,2016,MORGAN,558715,retail
201611,11,2016,OURAY,298217,retail
201611,11,2016,PARK,277990,retail
201611,11,2016,PITKIN,60322,medical
201611,11,2016,PITKIN,445008,retail
201611,11,2016,PUEBLO,659236,medical
201611,11,2016,PUEBLO,2583047,retail
201611,11,2016,ROUTT,168346,medical
201611,11,2016,ROUTT,593501,retail
201611,11,2016,SAN MIGUEL,30453,medical
201611,11,2016,SAN MIGUEL,146596,retail
201611,11,2016,SUMMIT,1314039,retail
201611,11,2016,WELD,2417762,retail
201612,12,2016,ADAMS,568391,medical
201612,12,2016,ADAMS,4593466,retail
201612,12,2016,ARAPAHOE,1447994,medical
201612,12,2016,ARAPAHOE,9260969,retail
201612,12,2016,BOULDER,2510721,medical
201612,12,2016,BOULDER,5821440,retail
201612,12,2016,CHAFFEE,351614,retail
201612,12,2016,CLEAR CREEK,61999,medical
201612,12,2016,CLEAR CREEK,526729,retail
201612,12,2016,CONEJOS,339375,retail
201612,12,2016,COSTILLA,223780,retail
201612,12,2016,DENVER,16064917,medical
201612,12,2016,DENVER,27400081,retail
201612,12,2016,EAGLE,163815,medical
201612,12,2016,EAGLE,1398924,retail
201612,12,2016,EL PASO,8417826,medical
201612,12,2016,FREMONT,173405,medical
201612,12,2016,GARFIELD,322592,medical
201612,12,2016,GARFIELD,1451481,retail
201612,12,2016,GILPIN,204163,retail
201612,12,2016,GRAND,390044,retail
201612,12,2016,GUNNISON,530400,retail
201612,12,2016,JEFFERSON,1545983,medical
201612,12,2016,JEFFERSON,4354956,retail
201612,12,2016,LA PLATA,334003,medical
201612,12,2016,LA PLATA,2011310,retail
201612,12,2016,LAKE,182830,retail
201612,12,2016,LARIMER,1260854,medical
201612,12,2016,LARIMER,4145435,retail
201612,12,2016,LAS ANIMAS,2389493,retail
201612,12,2016,MONTEZUMA,1211288,retail
201612,12,2016,MORGAN,579314,retail
201612,12,2016,OURAY,334503,retail
201612,12,2016,PARK,301869,retail
201612,12,2016,PITKIN,70724,medical
201612,12,2016,PITKIN,1065431,retail
201612,12,2016,PUEBLO,637069,medical
201612,12,2016,PUEBLO,2566125,retail
201612,12,2016,ROUTT,188092,medical
201612,12,2016,ROUTT,789398,retail
201612,12,2016,SAN MIGUEL,30626,medical
201612,12,2016,SAN MIGUEL,316572,retail
201612,12,2016,SUMMIT,163465,medical
201612,12,2016,SUMMIT,2203456,retail
201612,12,2016,WELD,309108,medical
201612,12,2016,WELD,2486668,retail
201701,1,2017,ADAMS,520138,medical
201701,1,2017,ADAMS,4192709,retail
201701,1,2017,ARAPAHOE,1137598,medical
201701,1,2017,ARAPAHOE,8481055,retail
201701,1,2017,BOULDER,1943678,medical
201701,1,2017,BOULDER,5351831,retail
201701,1,2017,CHAFFEE,316009,retail
201701,1,2017,CLEAR CREEK,52434,medical
201701,1,2017,CLEAR CREEK,584198,retail
201701,1,2017,CONEJOS,294331,retail
201701,1,2017,COSTILLA,214330,retail
201701,1,2017,DENVER,15275938,medical
201701,1,2017,DENVER,25681498,retail
201701,1,2017,EAGLE,135334,medical
201701,1,2017,EAGLE,1297711,retail
201701,1,2017,EL PASO,7656270,medical
201701,1,2017,GARFIELD,308266,medical
201701,1,2017,GARFIELD,1373945,retail
201701,1,2017,GILPIN,157003,retail
201701,1,2017,GRAND,378163,retail
201701,1,2017,GUNNISON,546542,retail
201701,1,2017,JEFFERSON,1370186,medical
201701,1,2017,JEFFERSON,4098431,retail
201701,1,2017,LA PLATA,301119,medical
201701,1,2017,LA PLATA,1655168,retail
201701,1,2017,LAKE,188571,retail
201701,1,2017,LARIMER,1099359,medical
201701,1,2017,LARIMER,3695944,retail
201701,1,2017,LAS ANIMAS,2162976,retail
201701,1,2017,MONTEZUMA,55703,medical
201701,1,2017,MONTEZUMA,1146208,retail
201701,1,2017,OURAY,326182,retail
201701,1,2017,PARK,267804,retail
201701,1,2017,PITKIN,66911,medical
201701,1,2017,PITKIN,1164037,retail
201701,1,2017,PUEBLO,515017,medical
201701,1,2017,PUEBLO,2334107,retail
201701,1,2017,ROUTT,186048,medical
201701,1,2017,ROUTT,938153,retail
201701,1,2017,SAN MIGUEL,35319,medical
201701,1,2017,SAN MIGUEL,426586,retail
201701,1,2017,SUMMIT,2678675,retail
201701,1,2017,WELD,267811,medical
201701,1,2017,WELD,2382718,retail
201702,2,2017,ADAMS,602151,medical
201702,2,2017,ADAMS,4117924,retail
201702,2,2017,ARAPAHOE,1330979,medical
201702,2,2017,ARAPAHOE,8243087,retail
201702,2,2017,ARCHULETA,498578,retail
201702,2,2017,BOULDER,1728022,medical
201702,2,2017,BOULDER,5165008,retail
201702,2,2017,CHAFFEE,311277,retail
201702,2,2017,CLEAR CREEK,59126,medical
201702,2,2017,CLEAR CREEK,551247,retail
201702,2,2017,CONEJOS,331768,retail
201702,2,2017,COSTILLA,214658,retail
201702,2,2017,DENVER,14300291,medical
201702,2,2017,DENVER,25223748,retail
201702,2,2017,EAGLE,136357,medical
201702,2,2017,EAGLE,1277562,retail
201702,2,2017,EL PASO,7876520,medical
201702,2,2017,FREMONT,164115,medical
201702,2,2017,GARFIELD,274508,medical
201702,2,2017,GARFIELD,1492785,retail
201702,2,2017,GILPIN,180512,retail
201702,2,2017,GRAND,366095,retail
201702,2,2017,GUNNISON,493440,retail
201702,2,2017,JEFFERSON,1519126,medical
201702,2,2017,JEFFERSON,3970982,retail
201702,2,2017,LA PLATA,282052,medical
201702,2,2017,LA PLATA,1708769,retail
201702,2,2017,LAKE,187885,retail
201702,2,2017,LARIMER,1041868,medical
201702,2,2017,LARIMER,3771110,retail
201702,2,2017,LAS ANIMAS,31212,medical
201702,2,2017,LAS ANIMAS,2558480,retail
201702,2,2017,MONTEZUMA,57030,medical
201702,2,2017,MONTEZUMA,1275430,retail
201702,2,2017,MORGAN,623494,retail
201702,2,2017,OURAY,331947,retail
201702,2,2017,PARK,275968,retail
201702,2,2017,PITKIN,64017,medical
201702,2,2017,PITKIN,1076901,retail
201702,2,2017,PUEBLO,562271,medical
201702,2,2017,PUEBLO,2575500,retail
201702,2,2017,ROUTT,161179,medical
201702,2,2017,ROUTT,912576,retail
201702,2,2017,SAN MIGUEL,22889,medical
201702,2,2017,SAN MIGUEL,394742,retail
201702,2,2017,SUMMIT,138716,medical
201702,2,2017,SUMMIT,2403241,retail
201702,2,2017,WELD,270319,medical
201702,2,2017,WELD,2440896,retail
201703,3,2017,ADAMS,913402,medical
201703,3,2017,ADAMS,5044686,retail
201703,3,2017,ARAPAHOE,1334138,medical
201703,3,2017,ARAPAHOE,10106784,retail
201703,3,2017,ARCHULETA,605222,retail
201703,3,2017,BOULDER,1997004,medical
201703,3,2017,BOULDER,6322530,retail
201703,3,2017,CHAFFEE,423717,retail
201703,3,2017,CLEAR CREEK,64572,medical
201703,3,2017,CLEAR CREEK,640228,retail
201703,3,2017,CONEJOS,401292,retail
201703,3,2017,COSTILLA,295783,retail
201703,3,2017,DENVER,17960587,medical
201703,3,2017,DENVER,30626743,retail
201703,3,2017,EAGLE,163530,medical
201703,3,2017,EAGLE,1472005,retail
201703,3,2017,EL PASO,9287927,medical
201703,3,2017,FREMONT,182868,medical
201703,3,2017,GARFIELD,336144,medical
201703,3,2017,GARFIELD,1854980,retail
201703,3,2017,GILPIN,216220,retail
201703,3,2017,GRAND,452276,retail
201703,3,2017,GUNNISON,617409,retail
201703,3,2017,JEFFERSON,1607995,medical
201703,3,2017,JEFFERSON,4831958,retail
201703,3,2017,LA PLATA,338875,medical
201703,3,2017,LA PLATA,2125562,retail
201703,3,2017,LARIMER,1197682,medical
201703,3,2017,LARIMER,4573556,retail
201703,3,2017,LAS ANIMAS,35131,medical
201703,3,2017,LAS ANIMAS,3349342,retail
201703,3,2017,MONTEZUMA,63516,medical
201703,3,2017,MONTEZUMA,1684919,retail
201703,3,2017,PARK,356540,retail
201703,3,2017,PITKIN,74384,medical
201703,3,2017,PITKIN,1277247,retail
201703,3,2017,PUEBLO,676620,medical
201703,3,2017,PUEBLO,3341395,retail
201703,3,2017,ROUTT,1010851,retail
201703,3,2017,SAN MIGUEL,27209,medical
201703,3,2017,SAN MIGUEL,477587,retail
201703,3,2017,SUMMIT,158399,medical
201703,3,2017,SUMMIT,2854198,retail
201703,3,2017,WELD,297470,medical
201703,3,2017,WELD,2751277,retail
201704,4,2017,ADAMS,1170547,medical
201704,4,2017,ADAMS,4969567,retail
201704,4,2017,ARAPAHOE,1171574,medical
201704,4,2017,ARAPAHOE,9966130,retail
201704,4,2017,ARCHULETA,409149,retail
201704,4,2017,BOULDER,2002527,medical
201704,4,2017,BOULDER,5899546,retail
201704,4,2017,CHAFFEE,356366,retail
201704,4,2017,CLEAR CREEK,53972,medical
201704,4,2017,CLEAR CREEK,478629,retail
201704,4,2017,CONEJOS,404901,retail
201704,4,2017,COSTILLA,256910,retail
201704,4,2017,DENVER,19101844,medical
201704,4,2017,DENVER,30186897,retail
201704,4,2017,EAGLE,160790,medical
201704,4,2017,EAGLE,938098,retail
201704,4,2017,EL PASO,8978250,medical
201704,4,2017,FREMONT,178131,medical
201704,4,2017,GARFIELD,307340,medical
201704,4,2017,GARFIELD,1809692,retail
201704,4,2017,GILPIN,191824,retail
201704,4,2017,GRAND,265989,retail
201704,4,2017,GUNNISON,432842,retail
201704,4,2017,JEFFERSON,1408453,medical
201704,4,2017,JEFFERSON,4695857,retail
201704,4,2017,LA PLATA,347940,medical
201704,4,2017,LA PLATA,1867263,retail
201704,4,2017,LAKE,196156,retail
201704,4,2017,LARIMER,1235650,medical
201704,4,2017,LARIMER,4578590,retail
201704,4,2017,LAS ANIMAS,30610,medical
201704,4,2017,LAS ANIMAS,2875977,retail
201704,4,2017,MONTEZUMA,72479,medical
201704,4,2017,MONTEZUMA,1683864,retail
201704,4,2017,PARK,301838,retail
201704,4,2017,PITKIN,625875,retail
201704,4,2017,PUEBLO,583583,medical
201704,4,2017,PUEBLO,3094658,retail
201704,4,2017,ROUTT,689882,retail
201704,4,2017,SAN MIGUEL,18710,medical
201704,4,2017,SAN MIGUEL,161211,retail
201704,4,2017,SUMMIT,141152,medical
201704,4,2017,SUMMIT,1630117,retail
201704,4,2017,WELD,293539,medical
201704,4,2017,WELD,2626833,retail
201705,5,2017,ADAMS,1075187,medical
201705,5,2017,ADAMS,5013781,retail
201705,5,2017,ARAPAHOE,1171273,medical
201705,5,2017,ARAPAHOE,9370054,retail
201705,5,2017,BOULDER,1906922,medical
201705,5,2017,BOULDER,6368428,retail
201705,5,2017,CHAFFEE,433627,retail
201705,5,2017,CLEAR CREEK,55309,medical
201705,5,2017,CLEAR CREEK,460991,retail
201705,5,2017,CONEJOS,444090,retail
201705,5,2017,COSTILLA,332894,retail
201705,5,2017,DENVER,18140806,medical
201705,5,2017,DENVER,30503582,retail
201705,5,2017,EAGLE,124904,medical
201705,5,2017,EAGLE,689235,retail
201705,5,2017,EL PASO,8925573,medical
201705,5,2017,GARFIELD,321107,medical
201705,5,2017,GARFIELD,1911323,retail
201705,5,2017,GILPIN,196823,retail
201705,5,2017,GRAND,218635,retail
201705,5,2017,GUNNISON,444435,retail
201705,5,2017,JEFFERSON,1274422,medical
201705,5,2017,JEFFERSON,4370646,retail
201705,5,2017,LA PLATA,313285,medical
201705,5,2017,LA PLATA,1980269,retail
201705,5,2017,LAKE,197459,retail
201705,5,2017,LARIMER,1167689,medical
201705,5,2017,LARIMER,4562024,retail
201705,5,2017,LAS ANIMAS,3471581,retail
201705,5,2017,MONTEZUMA,70134,medical
201705,5,2017,MONTEZUMA,1766079,retail
201705,5,2017,MORGAN,841413,retail
201705,5,2017,OURAY,465454,retail
201705,5,2017,PARK,314186,retail
201705,5,2017,PITKIN,59097,medical
201705,5,2017,PITKIN,485392,retail
201705,5,2017,PUEBLO,599384,medical
201705,5,2017,PUEBLO,3276386,retail
201705,5,2017,ROUTT,634839,retail
201705,5,2017,SAN MIGUEL,13661,medical
201705,5,2017,SAN MIGUEL,189132,retail
201705,5,2017,SUMMIT,101828,medical
201705,5,2017,SUMMIT,1140913,retail
201705,5,2017,WELD,290867,medical
201705,5,2017,WELD,2587473,retail
201706,6,2017,ADAMS,1091425,medical
201706,6,2017,ADAMS,5137782,retail
201706,6,2017,ARAPAHOE,1033427,medical
201706,6,2017,ARAPAHOE,9314356,retail
201706,6,2017,ARCHULETA,691943,retail
201706,6,2017,BOULDER,1846713,medical
201706,6,2017,BOULDER,6880933,retail
201706,6,2017,CHAFFEE,559238,retail
201706,6,2017,CLEAR CREEK,57869,medical
201706,6,2017,CLEAR CREEK,581672,retail
201706,6,2017,CONEJOS,510132,retail
201706,6,2017,COSTILLA,403056,retail
201706,6,2017,DENVER,17634832,medical
201706,6,2017,DENVER,31586804,retail
201706,6,2017,EAGLE,129118,medical
201706,6,2017,EAGLE,916059,retail
201706,6,2017,EL PASO,9117656,medical
201706,6,2017,FREMONT,179179,medical
201706,6,2017,GARFIELD,292213,medical
201706,6,2017,GARFIELD,2042113,retail
201706,6,2017,GILPIN,256404,retail
201706,6,2017,GRAND,330529,retail
201706,6,2017,GUNNISON,522302,retail
201706,6,2017,JEFFERSON,1252570,medical
201706,6,2017,JEFFERSON,4405653,retail
201706,6,2017,LA PLATA,294220,medical
201706,6,2017,LA PLATA,2206045,retail
201706,6,2017,LAKE,248265,retail
201706,6,2017,LARIMER,1134167,medical
201706,6,2017,LARIMER,4929421,retail
201706,6,2017,LAS ANIMAS,32972,medical
201706,6,2017,LAS ANIMAS,3836814,retail
201706,6,2017,MONTEZUMA,81402,medical
201706,6,2017,MONTEZUMA,1863923,retail
201706,6,2017,MORGAN,860998,retail
201706,6,2017,OURAY,583159,retail
201706,6,2017,PARK,375371,retail
201706,6,2017,PITKIN,69389,medical
201706,6,2017,PITKIN,880604,retail
201706,6,2017,PUEBLO,707393,medical
201706,6,2017,PUEBLO,3465138,retail
201706,6,2017,ROUTT,796881,retail
201706,6,2017,SAN MIGUEL,24094,medical
201706,6,2017,SAN MIGUEL,397687,retail
201706,6,2017,SUMMIT,104603,medical
201706,6,2017,SUMMIT,1503046,retail
201706,6,2017,WELD,301813,medical
201706,6,2017,WELD,2545979,retail
201707,7,2017,ADAMS,971747,medical
201707,7,2017,ADAMS,5462382,retail
201707,7,2017,ARAPAHOE,953749,medical
201707,7,2017,ARAPAHOE,9672770,retail
201707,7,2017,ARCHULETA,884084,retail
201707,7,2017,BOULDER,1851637,medical
201707,7,2017,BOULDER,7070534,retail
201707,7,2017,CHAFFEE,662413,retail
201707,7,2017,CLEAR CREEK,34954,medical
201707,7,2017,CLEAR CREEK,678322,retail
201707,7,2017,CONEJOS,586118,retail
201707,7,2017,COSTILLA,453934,retail
201707,7,2017,DENVER,17274275,medical
201707,7,2017,DENVER,34007419,retail
201707,7,2017,EAGLE,142382,medical
201707,7,2017,EAGLE,1159081,retail
201707,7,2017,EL PASO,8717083,medical
201707,7,2017,FREMONT,184871,medical
201707,7,2017,GARFIELD,307082,medical
201707,7,2017,GARFIELD,2128843,retail
201707,7,2017,GILPIN,271414,retail
201707,7,2017,GRAND,455029,retail
201707,7,2017,GUNNISON,892740,retail
201707,7,2017,JEFFERSON,1282271,medical
201707,7,2017,JEFFERSON,4525746,retail
201707,7,2017,LA PLATA,297527,medical
201707,7,2017,LA PLATA,2366747,retail
201707,7,2017,LAKE,320873,retail
201707,7,2017,LARIMER,1186223,medical
201707,7,2017,LARIMER,5303480,retail
201707,7,2017,LAS ANIMAS,4383708,retail
201707,7,2017,MONTEZUMA,73002,medical
201707,7,2017,MONTEZUMA,1884658,retail
201707,7,2017,MORGAN,909700,retail
201707,7,2017,PARK,465717,retail
201707,7,2017,PITKIN,74079,medical
201707,7,2017,PITKIN,1267251,retail
201707,7,2017,PUEBLO,684190,medical
201707,7,2017,PUEBLO,3762112,retail
201707,7,2017,ROUTT,1009377,retail
201707,7,2017,SAN MIGUEL,26729,medical
201707,7,2017,SAN MIGUEL,521810,retail
201707,7,2017,SUMMIT,119533,medical
201707,7,2017,SUMMIT,2001214,retail
201707,7,2017,WELD,288400,medical
201707,7,2017,WELD,2659205,retail
201708,8,2017,ADAMS,1126750,medical
201708,8,2017,ADAMS,5481342,retail
201708,8,2017,ARAPAHOE,911448,medical
201708,8,2017,ARAPAHOE,9187128,retail
201708,8,2017,ARCHULETA,776784,retail
201708,8,2017,BOULDER,1883573,medical
201708,8,2017,BOULDER,7401555,retail
201708,8,2017,CHAFFEE,614319,retail
201708,8,2017,CLEAR CREEK,43341,medical
201708,8,2017,CLEAR CREEK,632988,retail
201708,8,2017,CONEJOS,571105,retail
201708,8,2017,COSTILLA,400679,retail
201708,8,2017,DENVER,18574912,medical
201708,8,2017,DENVER,35043361,retail
201708,8,2017,EAGLE,154928,medical
201708,8,2017,EAGLE,1394312,retail
201708,8,2017,EL PASO,8645974,medical
201708,8,2017,FREMONT,184251,medical
201708,8,2017,GARFIELD,325823,medical
201708,8,2017,GARFIELD,2108270,retail
201708,8,2017,GILPIN,251283,retail
201708,8,2017,GRAND,426846,retail
201708,8,2017,GUNNISON,809595,retail
201708,8,2017,JEFFERSON,1353370,medical
201708,8,2017,JEFFERSON,4474575,retail
201708,8,2017,LA PLATA,298055,medical
201708,8,2017,LA PLATA,2289292,retail
201708,8,2017,LAKE,322375,retail
201708,8,2017,LARIMER,1206766,medical
201708,8,2017,LARIMER,5554496,retail
201708,8,2017,LAS ANIMAS,45309,medical
201708,8,2017,LAS ANIMAS,4437323,retail
201708,8,2017,MONTEZUMA,93411,medical
201708,8,2017,MONTEZUMA,1862970,retail
201708,8,2017,MORGAN,964989,retail
201708,8,2017,OURAY,621133,retail
201708,8,2017,PARK,455141,retail
201708,8,2017,PITKIN,66581,medical
201708,8,2017,PITKIN,1205815,retail
201708,8,2017,PUEBLO,737016,medical
201708,8,2017,PUEBLO,3815493,retail
201708,8,2017,ROUTT,976301,retail
201708,8,2017,SAN MIGUEL,21450,medical
201708,8,2017,SAN MIGUEL,450802,retail
201708,8,2017,SUMMIT,112638,medical
201708,8,2017,SUMMIT,1890882,retail
201708,8,2017,WELD,315417,medical
201708,8,2017,WELD,2708742,retail
201709,9,2017,ADAMS,986385,medical
201709,9,2017,ADAMS,5591544,retail
201709,9,2017,ARAPAHOE,868838,medical
201709,9,2017,ARAPAHOE,9476898,retail
201709,9,2017,ARCHULETA,715518,retail
201709,9,2017,BOULDER,1867935,medical
201709,9,2017,BOULDER,7089840,retail
201709,9,2017,CHAFFEE,547218,retail
201709,9,2017,CLEAR CREEK,45086,medical
201709,9,2017,CLEAR CREEK,570485,retail
201709,9,2017,CONEJOS,555120,retail
201709,9,2017,COSTILLA,424241,retail
201709,9,2017,DENVER,17531038,medical
201709,9,2017,DENVER,34766657,retail
201709,9,2017,EAGLE,138445,medical
201709,9,2017,EAGLE,1212598,retail
201709,9,2017,EL PASO,8591074,medical
201709,9,2017,FREMONT,166500,medical
201709,9,2017,GARFIELD,320870,medical
201709,9,2017,GARFIELD,2104540,retail
201709,9,2017,GILPIN,266428,retail
201709,9,2017,GRAND,355550,retail
201709,9,2017,GUNNISON,728296,retail
201709,9,2017,JEFFERSON,1391833,medical
201709,9,2017,JEFFERSON,4335662,retail
201709,9,2017,LA PLATA,301865,medical
201709,9,2017,LA PLATA,2211371,retail
201709,9,2017,LAKE,272842,retail
201709,9,2017,LARIMER,1214136,medical
201709,9,2017,LARIMER,5491456,retail
201709,9,2017,LAS ANIMAS,42148,medical
201709,9,2017,LAS ANIMAS,4669330,retail
201709,9,2017,MESA,931484,retail
201709,9,2017,MONTEZUMA,74493,medical
201709,9,2017,MONTEZUMA,1890596,retail
201709,9,2017,MORGAN,972694,retail
201709,9,2017,OURAY,641630,retail
201709,9,2017,PARK,401682,retail
201709,9,2017,PITKIN,64771,medical
201709,9,2017,PITKIN,1058088,retail
201709,9,2017,PUEBLO,677550,medical
201709,9,2017,PUEBLO,3869882,retail
201709,9,2017,ROUTT,924592,retail
201709,9,2017,SAGUACHE,151900,retail
201709,9,2017,SAN MIGUEL,475875,retail
201709,9,2017,SUMMIT,115774,medical
201709,9,2017,SUMMIT,1561814,retail
201709,9,2017,WELD,330702,medical
201709,9,2017,WELD,2723950,retail
201710,10,2017,ADAMS,948132,medical
201710,10,2017,ADAMS,5441728,retail
201710,10,2017,ARAPAHOE,927716,medical
201710,10,2017,ARAPAHOE,9221783,retail
201710,10,2017,ARCHULETA,574929,retail
201710,10,2017,BOULDER,1869460,medical
201710,10,2017,BOULDER,6744069,retail
201710,10,2017,CHAFFEE,452091,retail
201710,10,2017,CLEAR CREEK,33021,medical
201710,10,2017,CLEAR CREEK,485097,retail
201710,10,2017,CONEJOS,469150,retail
201710,10,2017,COSTILLA,356750,retail
201710,10,2017,DENVER,16854622,medical
201710,10,2017,DENVER,33586096,retail
201710,10,2017,EAGLE,121584,medical
201710,10,2017,EAGLE,982903,retail
201710,10,2017,EL PASO,8153081,medical
201710,10,2017,FREMONT,143271,medical
201710,10,2017,GARFIELD,265961,medical
201710,10,2017,GARFIELD,1773496,retail
201710,10,2017,GILPIN,197522,retail
201710,10,2017,GUNNISON,562053,retail
201710,10,2017,JEFFERSON,1469845,medical
201710,10,2017,JEFFERSON,4104272,retail
201710,10,2017,LA PLATA,299503,medical
201710,10,2017,LA PLATA,1971031,retail
201710,10,2017,LAKE,205966,retail
201710,10,2017,LARIMER,1124315,medical
201710,10,2017,LARIMER,5315541,retail
201710,10,2017,LAS ANIMAS,35561,medical
201710,10,2017,LAS ANIMAS,4192076,retail
201710,10,2017,MESA,1007121,retail
201710,10,2017,MONTEZUMA,61290,medical
201710,10,2017,MONTEZUMA,1759476,retail
201710,10,2017,MORGAN,944046,retail
201710,10,2017,OURAY,504899,retail
201710,10,2017,PARK,344712,retail
201710,10,2017,PITKIN,57474,medical
201710,10,2017,PITKIN,703705,retail
201710,10,2017,PUEBLO,538665,medical
201710,10,2017,PUEBLO,3525795,retail
201710,10,2017,ROUTT,771913,retail
201710,10,2017,SAGUACHE,117885,retail
201710,10,2017,SAN MIGUEL,266043,retail
201710,10,2017,SUMMIT,120951,medical
201710,10,2017,SUMMIT,1295739,retail
201710,10,2017,WELD,327093,medical
201710,10,2017,WELD,2554620,retail
201711,11,2017,ADAMS,999483,medical
201711,11,2017,ADAMS,5558469,retail
201711,11,2017,ARAPAHOE,755136,medical
201711,11,2017,ARAPAHOE,9034873,retail
201711,11,2017,ARCHULETA,508490,retail
201711,11,2017,BOULDER,1770651,medical
201711,11,2017,BOULDER,6329971,retail
